address,baths,beds,carparks,extracted_date,land_area,property_type,sold_date,sold_price,state,suburb,zip
2/169 Mason St,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,29-03-2020,UNAVAILABLE,Townhouse,UNAVAILABLE,$590k,UNAVAILABLE,Newport,UNAVAILABLE
54 Ida St,1,3,1,29-03-2020,UNAVAILABLE,Unit,23rd March 2020,Price withheld,VIC,Niddrie,3042
1/2 Rebecca Pl,2,3,2,29-03-2020,UNAVAILABLE,Townhouse,6th March 2020,$880k,VIC,Niddrie,3042
50 David St,1,3,1,29-03-2020,560m²,House,16th March 2020,$630k,VIC,Noble Park,3174
3 Loma St,1,3,1,29-03-2020,591m²,House,6th March 2020,$772k,VIC,Noble Park,3174
27 Nithsdale Rd,1,3,4,29-03-2020,665m²,House,16th March 2020,$720k,VIC,Noble Park,3174
1/33 Camellia Cr,1,2,1,29-03-2020,UNAVAILABLE,House,25th March 2020,$239k,VIC,Norlane,3214
3/10 Corrin Ct,1,3,1,29-03-2020,219m²,Unit,24th March 2020,$335k,VIC,Norlane,3214
28 Dunloe Av,1,3,3,29-03-2020,655m²,House,12th March 2020,$436k,VIC,Norlane,3214
45 Eagle Pde,1,4,6,29-03-2020,557m²,House,24th March 2020,$340k,VIC,Norlane,3214
4B Barney St,2,3,2,29-03-2020,UNAVAILABLE,House,26th March 2020,$655k,VIC,North Bendigo,3550
5/10 Cecil St,1,3,1,29-03-2020,UNAVAILABLE,House,19th March 2020,$275k,VIC,North Bendigo,3550
10 Forbes Ct,2,3,2,29-03-2020,UNAVAILABLE,House,1st March 2020,$358k,VIC,North Bendigo,3550
159 Errol St,1,2,−,29-03-2020,69m²,House,UNAVAILABLE,-1,VIC,North Melbourne,3051
13 Villiers St,2,3,1,29-03-2020,UNAVAILABLE,Townhouse,UNAVAILABLE,-1,VIC,North Melbourne,3051
14 Blooms Rd,3,4,2,29-03-2020,"2,258m²",House,25th March 2020,$1.08m,VIC,North Warrandyte,3113
13 Obrien Cct,2,4,2,29-03-2020,612m²,House,20th March 2020,$480k,VIC,North Wonthaggi,3995
12/141 Clarke St,1,1,1,29-03-2020,UNAVAILABLE,Unit,23rd March 2020,$427k,VIC,Northcote,3070
5 Hakatere St,2,4,2,29-03-2020,374m²,House,25th March 2020,Price withheld,VIC,Northcote,3070
2 Henry St,1,2,2,29-03-2020,UNAVAILABLE,House,23rd March 2020,Price withheld,VIC,Northcote,3070
2/126 Kellett St,1,3,2,29-03-2020,241m²,Townhouse,11th March 2020,$1.12m,VIC,Northcote,3070
170A Mitchell St,2,2,1,29-03-2020,UNAVAILABLE,House,22nd March 2020,Price withheld,VIC,Northcote,3070
41 Union St,2,4,1,29-03-2020,375m²,House,19th March 2020,Price withheld,VIC,Northcote,3070
36/26-36 High St,1,2,2,29-03-2020,UNAVAILABLE,Unit,17th March 2020,$615k,VIC,Northcote,3070
15 Bingley Av,2,5,2,29-03-2020,749m²,House,25th March 2020,$1.5268m,VIC,Notting Hill,3168
18 Closter Av,1,3,1,29-03-2020,665m²,House,9th March 2020,$1.089m,VIC,Nunawading,3131
279 Springvale Rd,1,3,2,29-03-2020,894m²,House,25th March 2020,$1.035m,VIC,Nunawading,3131
3/24 Grant St,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,29-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,$701.5k,UNAVAILABLE,Oakleigh,UNAVAILABLE
16 Henry St,2,4,3,29-03-2020,UNAVAILABLE,House,25th March 2020,$1.8m,VIC,Oakleigh,3166
3 Vernal Rd,1,2,1,29-03-2020,577m²,House,18th March 2020,$910k,VIC,Oakleigh South,3167
20 Aldebaran Rd,2,4,2,29-03-2020,585m²,House,26th March 2020,$710k,VIC,Ocean Grove,3226
18 Lynwood Ct,1,2,1,29-03-2020,279m²,House,20th March 2020,$540k,VIC,Ocean Grove,3226
15b Raven Cl,2,4,2,29-03-2020,463m²,House,24th March 2020,$750k,VIC,Ocean Grove,3226
99 Beatrix Cct,2,3,2,29-03-2020,379m²,House,24th March 2020,$552k,VIC,Officer,3809
10 Park Central Av,2,3,3,29-03-2020,UNAVAILABLE,House,23rd March 2020,$603k,VIC,Officer,3809
33 Thompson St,2,4,4,29-03-2020,638m²,House,21st March 2020,$1.755m,VIC,Ormond,3204
3/47 Wheeler St,2,2,1,29-03-2020,UNAVAILABLE,Townhouse,11th March 2020,$779k,VIC,Ormond,3204
12 Abrehart Rd,3,5,2,29-03-2020,490m²,House,23rd March 2020,$740k,VIC,Pakenham,3810
2 Ayr Ct,2,3,2,29-03-2020,650m²,House,25th March 2020,$580k,VIC,Pakenham,3810
25 Bluehills Bvd,2,4,2,29-03-2020,580m²,House,25th March 2020,$545k,VIC,Pakenham,3810
34 Cassowary Av,2,4,2,29-03-2020,786m²,House,24th March 2020,$670k,VIC,Pakenham,3810
8 Cuttler St,2,4,2,29-03-2020,480m²,House,UNAVAILABLE,$600k,VIC,Pakenham,3810
14 Darvell Ct,2,3,3,29-03-2020,525m²,House,27th March 2020,$491.5k,VIC,Pakenham,3810
2/13 Diston Ct,2,3,2,29-03-2020,235m²,Unit,23rd March 2020,$405k,VIC,Pakenham,3810
1 Dove Ct,1,3,2,29-03-2020,875m²,House,25th March 2020,$515k,VIC,Pakenham,3810
2 Funston Ct,2,3,2,29-03-2020,652m²,House,25th March 2020,$511k,VIC,Pakenham,3810
8 Grice Qd,2,4,2,29-03-2020,618m²,House,23rd March 2020,$630k,VIC,Pakenham,3810
2 Howitt Pl,2,3,2,29-03-2020,411m²,House,27th March 2020,$540k,VIC,Pakenham,3810
131 Livingstone Bvd,2,4,2,29-03-2020,758m²,House,27th March 2020,$565k,VIC,Pakenham,3810
10 Mahogany Ct,2,4,2,29-03-2020,655m²,House,17th March 2020,$543k,VIC,Pakenham,3810
25 Maria Cr,1,3,2,29-03-2020,478m²,House,27th March 2020,$450k,VIC,Pakenham,3810
12A Meeking Dr,2,4,3,29-03-2020,"4,781m²",House,27th March 2020,$1.225m,VIC,Pakenham,3810
3 Otway Pl,2,4,2,29-03-2020,718m²,House,14th March 2020,$680.011k,VIC,Pakenham,3810
19 Reidel Av,2,3,2,29-03-2020,491m²,House,20th March 2020,$523k,VIC,Pakenham,3810
63 The Circuit ,2,3,2,29-03-2020,542m²,House,26th March 2020,$560k,VIC,Pakenham,3810
50-52 Elgin Cr,2,4,8,29-03-2020,"5,826m²",House,22nd March 2020,$1.93m,VIC,Park Orchards,3114
30a Ivy St,2,3,1,29-03-2020,UNAVAILABLE,Townhouse,14th March 2020,Price withheld,VIC,Parkdale,3195
12a Sixth St,2,3,1,29-03-2020,UNAVAILABLE,Townhouse,14th March 2020,Price withheld,VIC,Parkdale,3195
58 Gatehouse St,2,4,2,29-03-2020,UNAVAILABLE,House,23rd March 2020,$1.951m,VIC,Parkville,3052
3/228 The Avenue ,1,2,1,29-03-2020,UNAVAILABLE,Unit,11th March 2020,$1.005m,VIC,Parkville,3052
703/61 Galada Av,1,1,1,29-03-2020,UNAVAILABLE,Unit,10th March 2020,$380k,VIC,Parkville,3052
58 Gatehouse St,2,4,2,29-03-2020,UNAVAILABLE,House,23rd March 2020,$1.951m,VIC,Parkville,3052
142 Essex St,1,3,1,29-03-2020,UNAVAILABLE,House,23rd March 2020,$1.01m,VIC,Pascoe Vale,3044
2/10 Lake Av,1,2,1,29-03-2020,UNAVAILABLE,Townhouse,17th March 2020,$650k,VIC,Pascoe Vale,3044
5/26 Arndt Rd,1,2,1,29-03-2020,UNAVAILABLE,Unit,20th March 2020,$540k,VIC,Pascoe Vale,3044
10 Kaumple St,3,4,4,29-03-2020,518m²,House,12th March 2020,$1.4m,VIC,Pascoe Vale,3044
1/42 Myola St,1,3,1,29-03-2020,326m²,Townhouse,24th March 2020,$674k,VIC,Patterson Lakes,3197
39 Harbour Dr,2,3,2,29-03-2020,UNAVAILABLE,House,11th March 2020,$840k,VIC,Patterson Lakes,3197
5/15-29 Legana Ct,1,2,1,29-03-2020,UNAVAILABLE,Unit,16th March 2020,$610k,VIC,Patterson Lakes,3197
776 Pipers Creek Rd,1,4,2,29-03-2020,39.24ha,House,24th March 2020,Price withheld,VIC,Pipers Creek,3444
2/6-8 Friar Park Pl,2,3,1,29-03-2020,UNAVAILABLE,House,21st March 2020,Price withheld,VIC,Point Cook,3030
18 Astoria Dr,2,4,2,29-03-2020,262m²,House,21st March 2020,$600k,VIC,Point Cook,3030
18 Casino Pde,2,4,2,29-03-2020,400m²,House,18th March 2020,$540k,VIC,Point Cook,3030
11 Fairwater Dr,2,4,2,29-03-2020,480m²,House,27th March 2020,$650k,VIC,Point Cook,3030
57 Millpond Dr,3,5,2,29-03-2020,544m²,House,23rd March 2020,$760k,VIC,Point Cook,3030
40 Monte Carlo Dr,2,4,2,29-03-2020,595m²,House,23rd March 2020,$720k,VIC,Point Cook,3030
5 Atkinson St,2,3,3,29-03-2020,553m²,House,10th March 2020,$800k,VIC,Port Fairy,3284
90 Cox St,2,3,−,29-03-2020,468m²,House,10th March 2020,$505k,VIC,Port Fairy,3284
5 Seaview Wy,1,3,2,29-03-2020,"1,832m²",House,17th March 2020,$890k,VIC,Port Fairy,3284
G01/41 Nott St,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,29-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,$715k,UNAVAILABLE,Port Melbourne,UNAVAILABLE
104/101 Bay St,1,2,1,29-03-2020,UNAVAILABLE,Unit,22nd March 2020,$542k,VIC,Port Melbourne,3207
45 Bridge St,1,2,−,29-03-2020,UNAVAILABLE,House,18th March 2020,$1.01m,VIC,Port Melbourne,3207
4 Ingles St,1,2,−,29-03-2020,UNAVAILABLE,House,5th March 2020,$895k,VIC,Port Melbourne,3207
330/70 Nott St,2,2,1,29-03-2020,UNAVAILABLE,Unit,16th March 2020,$700k,VIC,Port Melbourne,3207
13 Heathlands Dr,1,3,1,29-03-2020,710m²,House,27th March 2020,$330k,VIC,Port Welshpool,3965
6 Lincoln Dr,1,3,2,29-03-2020,605m²,House,20th March 2020,$622k,VIC,Portarlington,3223
193-195 Point Richards Rd,2,6,3,29-03-2020,"1,226m²",House,23rd March 2020,$900k,VIC,Portarlington,3223
3 Alexandra St,2,4,2,29-03-2020,791m²,House,24th March 2020,$379k,VIC,Portland,3305
20 Bellara Ct,2,3,2,29-03-2020,651m²,House,18th March 2020,$395k,VIC,Portland,3305
18 Blair St,2,4,4,29-03-2020,911m²,House,2nd March 2020,$635k,VIC,Portland,3305
1A Lalor St,2,4,2,29-03-2020,791m²,House,18th March 2020,$475k,VIC,Portland,3305
7 Moodie St,1,2,2,29-03-2020,700m²,House,27th March 2020,$288k,VIC,Portland,3305
46 Otway St,2,3,2,29-03-2020,378m²,House,27th March 2020,$425k,VIC,Portland,3305
15 Silvester St,2,3,3,29-03-2020,704m²,House,23rd March 2020,$268k,VIC,Portland,3305
6/26 Clifton St,1,2,1,29-03-2020,UNAVAILABLE,Unit,16th March 2020,Price withheld,VIC,Prahran,3181
92 Commercial Rd,1,3,1,29-03-2020,UNAVAILABLE,House,27th March 2020,Price withheld,VIC,Prahran,3181
13 Leila St,1,3,−,29-03-2020,229m²,House,18th March 2020,$1.577m,VIC,Prahran,3181
603/220 Commercial Rd,2,2,1,29-03-2020,UNAVAILABLE,Unit,25th March 2020,$1.005m,VIC,Prahran,3181
110/10 Porter St,2,2,1,29-03-2020,80m²,Unit,6th March 2020,$600k,VIC,Prahran,3181
12 Garnet St,1,3,2,29-03-2020,450m²,House,25th March 2020,$1.09m,VIC,Preston,3072
10 Mt Pleasant Rd,1,3,1,29-03-2020,459m²,House,25th March 2020,$1.282m,VIC,Preston,3072
4 Nichol St,1,3,4,29-03-2020,513m²,House,26th March 2020,$955k,VIC,Preston,3072
42 Roseberry Av,2,3,1,29-03-2020,365m²,House,UNAVAILABLE,$1.4m,VIC,Preston,3072
37 Gordon Gr,1,3,4,29-03-2020,562m²,House,20th March 2020,$990k,VIC,Preston,3072
40 Russell St,1,3,2,29-03-2020,518m²,House,17th March 2020,$400k,VIC,Quarry Hill,3550
720 Talbot St S,1,3,1,29-03-2020,264m²,House,24th March 2020,$372k,VIC,Redan,3350
1 Barton St,2,3,2,29-03-2020,UNAVAILABLE,House,UNAVAILABLE,$850k,VIC,Reservoir,3073
19 Davidson St,2,4,4,29-03-2020,920m²,House,UNAVAILABLE,$943k,VIC,Reservoir,3073
64 Glasgow Av,2,4,2,29-03-2020,875m²,House,26th March 2020,Price withheld,VIC,Reservoir,3073
1 Kia Ora Rd,1,3,2,29-03-2020,557m²,House,24th March 2020,$1.065m,VIC,Reservoir,3073
25 Kingsley Rd,2,3,2,29-03-2020,383m²,House,23rd March 2020,$976k,VIC,Reservoir,3073
2/27 Lloyd Av,1,2,1,29-03-2020,209m²,House,25th March 2020,$581.5k,VIC,Reservoir,3073
95 Pine St,3,4,2,29-03-2020,UNAVAILABLE,House,25th March 2020,$1.137m,VIC,Reservoir,3073
43 Gertz Av,3,4,2,29-03-2020,557m²,House,4th March 2020,$840k,VIC,Reservoir,3073
3/27 McMahon Rd,1,2,1,29-03-2020,UNAVAILABLE,Townhouse,UNAVAILABLE,$520k,VIC,Reservoir,3073
11/87-93 Radford Rd,2,3,2,29-03-2020,UNAVAILABLE,Townhouse,5th March 2020,$605k,VIC,Reservoir,3073
103 Coppin St,1,2,1,29-03-2020,UNAVAILABLE,House,25th March 2020,Price withheld,VIC,Richmond,3121
64 Cutter St,2,3,1,29-03-2020,UNAVAILABLE,House,UNAVAILABLE,-1,VIC,Richmond,3121
19/2 The Vaucluse ,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,29-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,-1,UNAVAILABLE,Richmond,UNAVAILABLE
108/633 Church St,1,3,1,29-03-2020,UNAVAILABLE,Unit,16th March 2020,$830k,VIC,Richmond,3121
3/17 Richardson St,2,3,1,29-03-2020,UNAVAILABLE,Unit,20th March 2020,$530k,VIC,Riddells Creek,3431
115 Sandy Creek Rd,3,4,6,29-03-2020,UNAVAILABLE,House,10th March 2020,$849k,VIC,Riddells Creek,3431
17A Ford St,2,4,2,29-03-2020,UNAVAILABLE,House,25th March 2020,$920k,VIC,Ringwood,3134
2/16 Oliver St,1,3,2,29-03-2020,UNAVAILABLE,Unit,25th March 2020,$730k,VIC,Ringwood,3134
1/64 Ringwood St,2,3,1,29-03-2020,254m²,House,18th March 2020,$787k,VIC,Ringwood,3134
2/7 Patterson St,2,3,2,29-03-2020,UNAVAILABLE,House,26th March 2020,$700k,VIC,Ringwood East,3135
10 Raymond Ct,2,4,2,29-03-2020,867m²,House,20th March 2020,$885k,VIC,Ringwood East,3135
2/3 Tweed St,2,3,2,29-03-2020,UNAVAILABLE,Unit,23rd March 2020,$815k,VIC,Ringwood East,3135
2 Bronhill Rd,2,3,2,29-03-2020,250m²,House,4th March 2020,$844.399k,VIC,Ringwood East,3135
2/2 Bronhill Rd,2,3,2,29-03-2020,UNAVAILABLE,Townhouse,4th March 2020,$863.5k,VIC,Ringwood East,3135
10 Raymond Ct,2,4,2,29-03-2020,867m²,House,20th March 2020,$885k,VIC,Ringwood East,3135
2/10-12 Sherwood Av,1,2,1,29-03-2020,UNAVAILABLE,Townhouse,21st March 2020,$626k,VIC,Ringwood East,3135
62 Felix Cr,2,3,2,29-03-2020,551m²,House,19th March 2020,$905k,VIC,Ringwood North,3134
63 Lockhart Rd,2,4,2,29-03-2020,790m²,House,19th March 2020,$880k,VIC,Ringwood North,3134
5 Lincolnshire Dr,2,4,2,29-03-2020,490m²,House,20th March 2020,$665k,VIC,Rockbank,3335
4 Stawell St,1,4,1,29-03-2020,"1,473m²",House,20th March 2020,$450k,VIC,Romsey,3434
4 Arranga St,1,3,3,29-03-2020,689.1m²,House,20th March 2020,$550k,VIC,Rosebud,3939
2/15 Cairns Av,2,3,2,29-03-2020,319m²,Unit,23rd March 2020,$610k,VIC,Rosebud,3939
394 Eastbourne Rd,1,3,1,29-03-2020,794m²,House,26th March 2020,$530k,VIC,Rosebud,3939
49/72 Jetty Rd,1,2,3,29-03-2020,157m²,Unit,2nd March 2020,$440.15k,VIC,Rosebud,3939
1 Lockhart Dr,2,4,6,29-03-2020,"4,020m²",House,16th March 2020,$1.08m,VIC,Rosebud,3939
2 Merilyn Wy,2,3,4,29-03-2020,461m²,House,10th March 2020,$615k,VIC,Rosebud,3939
107 Seventh Av,2,3,2,29-03-2020,411m²,House,13th March 2020,$535k,VIC,Rosebud,3939
9 Warranilla Av,1,3,2,29-03-2020,769m²,House,13th March 2020,$585k,VIC,Rosebud,3939
12 Wilson St,2,3,8,29-03-2020,618m²,House,18th March 2020,$558k,VIC,Rosebud,3939
12 Avalon Rd,2,3,2,29-03-2020,729m²,House,20th March 2020,$720k,VIC,Rowville,3178
14 Avalon Rd,1,3,2,29-03-2020,723m²,House,8th March 2020,Price withheld,VIC,Rowville,3178
19 Hillview Av,1,3,2,29-03-2020,UNAVAILABLE,Unit,13th March 2020,$665k,VIC,Rowville,3178
20 Sheridan Av,2,3,2,29-03-2020,694m²,House,25th March 2020,$795k,VIC,Rowville,3178
4 Thomson Ct,2,4,2,29-03-2020,828m²,House,26th March 2020,$853k,VIC,Rowville,3178
3 Arnhem Ct,2,3,2,29-03-2020,UNAVAILABLE,House,17th March 2020,$730k,VIC,Rowville,3178
1/16 Mantung Cr,1,3,1,29-03-2020,UNAVAILABLE,Unit,18th March 2020,$640.5k,VIC,Rowville,3178
41 Victoria Knox Av,2,3,2,29-03-2020,UNAVAILABLE,House,14th March 2020,$995k,VIC,Rowville,3178
19 Kirwan Av,2,3,1,29-03-2020,454m²,House,20th March 2020,$545k,VIC,Roxburgh Park,3064
8 Kellett Wy,2,3,2,29-03-2020,525m²,House,20th March 2020,$510k,VIC,Roxburgh Park,3064
12 Shepherd Aveneu ,2,4,4,29-03-2020,590m²,House,21st March 2020,$644k,VIC,Roxburgh Park,3064
1737 Loch-Wonthaggi Rd,2,5,2,29-03-2020,161874.2568m²,House,27th March 2020,$785k,VIC,Ryanston,3992
20 Yarrayne St,1,3,3,29-03-2020,617m²,House,26th March 2020,$540k,VIC,Rye,3941
4/315 Dromana Pde,2,3,2,29-03-2020,UNAVAILABLE,House,5th March 2020,$850k,VIC,Safety Beach,3936
25 Prescott Av,1,3,−,29-03-2020,889m²,House,15th March 2020,$750k,VIC,Safety Beach,3936
1/178-180 Dromana Pde,2,4,2,29-03-2020,277m²,House,UNAVAILABLE,$800k,VIC,Safety Beach,3936
115 Fitzroy St,2,4,3,29-03-2020,UNAVAILABLE,House,23rd March 2020,$289k,VIC,Sale,3850
3/129 Pearson St,2,3,2,29-03-2020,UNAVAILABLE,Townhouse,26th March 2020,$343.75k,VIC,Sale,3850
20 Pelican Ct,2,4,2,29-03-2020,UNAVAILABLE,House,27th March 2020,$350k,VIC,Sale,3850
1 Picton Ct,1,3,5,29-03-2020,UNAVAILABLE,House,22nd March 2020,$268k,VIC,Sale,3850
2 Wallace St,2,3,2,29-03-2020,UNAVAILABLE,House,20th March 2020,$345k,VIC,Sale,3850
25 Cunningham Cr,2,4,2,29-03-2020,591m²,House,12th March 2020,$1.07m,VIC,Sandhurst,3977
8 Feathery Gr,2,4,2,29-03-2020,UNAVAILABLE,House,13th March 2020,$900k,VIC,Sandhurst,3977
68 Malua Cct,2,3,2,29-03-2020,UNAVAILABLE,House,14th March 2020,$740k,VIC,Sandhurst,3977
131 Abbott St,2,3,2,29-03-2020,379m²,House,18th March 2020,$1.63m,VIC,Sandringham,3191
2 Medhurst St,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,29-03-2020,UNAVAILABLE,House,UNAVAILABLE,Price withheld,UNAVAILABLE,Sandringham,UNAVAILABLE
314/218 Bay Rd,1,2,1,29-03-2020,UNAVAILABLE,Unit,7th March 2020,$370k,VIC,Sandringham,3191
323/222 Bay Rd,1,2,1,29-03-2020,UNAVAILABLE,Unit,27th March 2020,$485k,VIC,Sandringham,3191
619/222 Bay Rd,1,2,1,29-03-2020,UNAVAILABLE,Unit,10th March 2020,$510k,VIC,Sandringham,3191
122/226 Bay Rd,1,1,1,29-03-2020,UNAVAILABLE,Unit,25th March 2020,$465k,VIC,Sandringham,3191
1 Alice St,2,3,6,29-03-2020,"1,326m²",House,23rd March 2020,$796k,VIC,Sassafras,3787
3 Man Ct,3,6,6,29-03-2020,988m²,House,26th March 2020,$650k,VIC,Sawmill Settlement,3723
62 Michele Dr,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,29-03-2020,UNAVAILABLE,House,UNAVAILABLE,Price withheld,UNAVAILABLE,Scoresby,UNAVAILABLE
1 George Benjamin Ct,2,4,2,29-03-2020,488m²,House,27th March 2020,$760.5k,VIC,Seabrook,3028
2 George Benjamin Ct,2,3,2,29-03-2020,486m²,House,27th March 2020,$650k,VIC,Seabrook,3028
3 Moresby Av,2,3,5,29-03-2020,576m²,House,26th March 2020,Price withheld,VIC,Seaford,3198
70A Armstrongs Rd,2,3,3,29-03-2020,594m²,House,15th March 2020,$865k,VIC,Seaford,3198
1/112 Austin Rd,1,3,1,29-03-2020,328m²,Unit,20th March 2020,$435k,VIC,Seaford,3198
9 Cane Av,2,3,2,29-03-2020,534m²,House,21st March 2020,$714k,VIC,Seaford,3198
18 Downs Rd,1,3,1,29-03-2020,UNAVAILABLE,House,26th March 2020,$563k,VIC,Seaford,3198
6/63 East Rd,1,3,1,29-03-2020,UNAVAILABLE,Unit,26th March 2020,$582.5k,VIC,Seaford,3198
35 Luxton Tce,2,3,2,29-03-2020,UNAVAILABLE,House,21st March 2020,$738k,VIC,Seaford,3198
3/30 Albion St,1,2,1,29-03-2020,UNAVAILABLE,Townhouse,16th March 2020,$252k,VIC,Sebastopol,3356
2/71 Hill St,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,29-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,$255k,UNAVAILABLE,Sebastopol,UNAVAILABLE
15 Lily St,2,3,1,29-03-2020,306m²,House,24th March 2020,$1.05105m,VIC,Seddon,3011
4/90 Charles St,1,1,−,29-03-2020,UNAVAILABLE,Unit,25th March 2020,$460k,VIC,Seddon,3011
12 Boyd Av,2,4,3,29-03-2020,701m²,House,26th March 2020,$426k,VIC,Shepparton,3630
1/11 Leahy St,1,2,1,29-03-2020,UNAVAILABLE,Unit,27th March 2020,$320k,VIC,Shepparton,3630
15 Maxwell St,1,3,1,29-03-2020,UNAVAILABLE,House,24th March 2020,$215k,VIC,Shepparton,3630
1 Verney Rd,2,4,2,29-03-2020,"1,028m²",House,27th March 2020,$300k,VIC,Shepparton,3630
165 Verney Rd,3,5,4,29-03-2020,"4,000m²",House,13th March 2020,$455k,VIC,Shepparton,3630
8 Garnet Cl,2,3,2,29-03-2020,UNAVAILABLE,House,2nd March 2020,$680.453k,VIC,Skye,3977
339 Bells Rd,2,3,2,29-03-2020,2.02ha,House,24th March 2020,$575k,VIC,Smythes Creek,3351
99 Bells Rd,2,3,4,29-03-2020,4.29ha,House,20th March 2020,$900k,VIC,Smythes Creek,3351
111 Vermont Rd,2,4,6,29-03-2020,2.02ha,House,20th March 2020,$585k,VIC,Smythesdale,3351
986 Smythesdale-Snake Valley Rd,2,4,4,29-03-2020,"2,000m²",House,19th March 2020,$400k,VIC,Snake Valley,3351
387 Snake Valley-Mortchup Rd,2,4,1,29-03-2020,30.35ha,House,24th March 2020,$405k,VIC,Snake Valley,3351
1/29 Clarinda St,1,2,1,29-03-2020,227m²,Unit,18th March 2020,$460k,VIC,Somerville,3912
2/47 Paxton St,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,29-03-2020,UNAVAILABLE,Townhouse,UNAVAILABLE,Price withheld,UNAVAILABLE,South Kingsville,UNAVAILABLE
706/79 Market St,1,1,1,29-03-2020,UNAVAILABLE,Unit,15th March 2020,$485k,VIC,South Melbourne,3205
610/67-71 Stead St,1,1,1,29-03-2020,UNAVAILABLE,Unit,4th March 2020,$440k,VIC,South Melbourne,3205
24 Hutmil Dr,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,29-03-2020,UNAVAILABLE,House,UNAVAILABLE,Price withheld,UNAVAILABLE,South Morang,UNAVAILABLE
23 Vautier Pl,2,3,2,29-03-2020,312m²,House,26th March 2020,$540k,VIC,South Morang,3752
23 Vautier Pl,2,3,2,29-03-2020,312m²,House,26th March 2020,$540k,VIC,South Morang,3752
7 Alexandra St,2,3,2,29-03-2020,UNAVAILABLE,House,UNAVAILABLE,Price withheld,VIC,South Yarra,3141
3/16A Cromwell Rd,1,2,1,29-03-2020,UNAVAILABLE,Unit,25th March 2020,Price withheld,VIC,South Yarra,3141
4/34 Darling St,1,2,2,29-03-2020,UNAVAILABLE,Unit,23rd March 2020,$760k,VIC,South Yarra,3141
5/70 Hawksburn Rd,1,2,1,29-03-2020,UNAVAILABLE,Unit,25th March 2020,Price withheld,VIC,South Yarra,3141
5/745 Punt Rd,1,1,−,29-03-2020,UNAVAILABLE,Unit,26th March 2020,Price withheld,VIC,South Yarra,3141
1/184 Toorak Rd,1,1,1,29-03-2020,UNAVAILABLE,Unit,26th March 2020,$625k,VIC,South Yarra,3141
812/32 Bray St,1,2,1,29-03-2020,UNAVAILABLE,Unit,19th March 2020,$515k,VIC,South Yarra,3141
1108/12-14 Claremont St,1,1,1,29-03-2020,UNAVAILABLE,Unit,10th March 2020,$340k,VIC,South Yarra,3141
825/8 Daly St,1,2,1,29-03-2020,UNAVAILABLE,Unit,23rd March 2020,$552k,VIC,South Yarra,3141
20-22 Fairlie Ct,3,3,2,29-03-2020,UNAVAILABLE,House,20th March 2020,$8m,VIC,South Yarra,3141
1/184 Toorak Rd,1,1,1,29-03-2020,UNAVAILABLE,Unit,26th March 2020,$625k,VIC,South Yarra,3141
1511/283 City Rd,1,2,1,29-03-2020,UNAVAILABLE,Unit,24th March 2020,$485k,VIC,Southbank,3006
2406/45 Clarke St,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,29-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,$575k,UNAVAILABLE,Southbank,UNAVAILABLE
3511/54-68 Kavanagh St,2,3,1,29-03-2020,UNAVAILABLE,Unit,20th March 2020,$965k,VIC,Southbank,3006
81/88 Southbank Bvd,1,2,1,29-03-2020,UNAVAILABLE,Unit,20th March 2020,$584k,VIC,Southbank,3006
17 Blissington St,1,3,2,29-03-2020,816m²,House,25th March 2020,$880k,VIC,Springvale,3171
39 Moncur Av,3,5,5,29-03-2020,815m²,House,23rd March 2020,$1.04m,VIC,Springvale,3171
2/90 Athol Rd,1,2,1,29-03-2020,UNAVAILABLE,Unit,5th March 2020,$440k,VIC,Springvale South,3172
19 Camara St,1,3,4,29-03-2020,534m²,House,26th March 2020,$710k,VIC,St Albans,3021
13 McIvor Rd,2,3,3,29-03-2020,725m²,House,26th March 2020,$945k,VIC,St Albans,3021
3/28 Elizabeth St,1,3,2,29-03-2020,219m²,Unit,3rd March 2020,$510k,VIC,St Albans,3021
4/12 Gertrude St,1,2,1,29-03-2020,148m²,Unit,20th March 2020,$399.5k,VIC,St Albans,3021
14 Grist St,3,4,4,29-03-2020,582m²,House,5th March 2020,$585k,VIC,St Albans,3021
8b East End Cr,2,3,2,29-03-2020,UNAVAILABLE,House,24th March 2020,$475k,VIC,St Albans Park,3219
12 Meadenhall Dr,1,2,1,29-03-2020,398m²,House,27th March 2020,$402.5k,VIC,St Albans Park,3219
31/10 Acland St,1,1,1,29-03-2020,UNAVAILABLE,Unit,UNAVAILABLE,$860k,VIC,St Kilda,3182
308/63 Acland St,2,2,2,29-03-2020,UNAVAILABLE,Unit,19th March 2020,$860k,VIC,St Kilda,3182
